name,source,gender,wikidata,type
"Rua do Conde de Castelo Melhor",,,,way
"Rua do Conde de Vizela",,,,way
"Rua do Cónego Ferreira Pinto",,,,way
"Rua do Corgo",,,,way
"Rua do Coronel Raúl Peres",,,,way
"Rua do Corpo da Guarda",,,,way
"Rua do Covelo",,,,way
"Rua do Crasto",,,,way
"Rua do Cristelo",,,,way
"Rua do Cunha",,,,way
"Rua do Douro",,,,way
"Rua do Doutor Aarão de Lacerda",,,,way
"Rua do Doutor Aires de Gouveia Osório",,,,way
"Rua do Doutor Alberto Sousa Costa",,,,way
"Rua do Doutor Alberto de Macedo",,,,way
"Rua do Doutor Alfredo Magalhães",,,,way
"Rua do Doutor Alfredo de Magalhães",,,,way
"Rua do Doutor Alves da Veiga",,,,way
"Rua do Doutor André das Neves",,,,way
"Rua do Doutor Ângelo das Neves",,,,way
"Rua do Doutor António Emílio de Magalhães",,,,way
"Rua do Doutor António Ramos de Almeida",,,,way
"Rua do Doutor Artur de Magalhães Basto",,,,way
"Rua do Doutor Carlos Passos",,,,way
"Rua do Doutor Correia Pinto",,,,way
"Rua do Doutor Cruz Malpique",,,,way
"Rua do Doutor Deniz Jacinto",,,,way
"Rua do Doutor Eduardo Santos Silva",,,,way
"Rua do Doutor Gil da Costa",,,,way
"Rua do Doutor Henrique de Miranda",,,,way
"Rua do Doutor Jacinto Nunes",,,,way
"Rua do Doutor Joaquim Costa",,,,way
"Rua do Doutor Joaquim Pires de Lima",,,,way
"Rua do Doutor José António Marques",,,,way
"Rua do Doutor José Marques",,,,way
"Rua do Doutor José de Figueiredo",,,,way
"Rua do Doutor Júlio de Matos",,,,way
"Rua do Doutor Lopo de Carvalho",,,,way
"Rua do Doutor Magalhães Lemos",,,,relation
"Rua do Doutor Manuel Figueiredo",,,,way
"Rua do Doutor Manuel Laranjeira",,,,way
"Rua do Doutor Marques Carvalho",,,,way
"Rua do Doutor Maurício Esteves Pereira Pinto",,,,way
"Rua do Doutor Melo Leote",,,,way
"Rua do Doutor Nuno Pinheiro Torres",,,,way
"Rua do Doutor Pedro de Sousa",,,,way
"Rua do Doutor Ramalho Fontes",,,,way
"Rua do Doutor Roberto Frias",,,,way
"Rua do Doutor Santana Dionísio",,,,way
"Rua do Doutor Sousa Rosa",,,,way
"Rua do Doutor Vasco Valente",,,,way
"Rua do Duque da Saldanha",,,,way
"Rua do Duque da Terceira",,,,way
"Rua do Duque de Palmela",,,,way
"Rua do Encontro",,,,way
"Rua do Engenheiro António de Almeida",,,,way
"Rua do Engenheiro Carlos Amarante",,,,way
"Rua do Engenheiro Ezequiel de Campos",,,,way
"Rua do Engenheiro Guilherme Bonfim Barreiros",,,,way
"Rua do Engenheiro Mem Verdial",,,,way
"Rua do Engenheiro Nuno de Meireles",,,,way
"Rua do Engenheiro Pedro Inácio Lopes",,,,way
"Rua do Escritor Nuno de Bragança",,,,way
"Rua do Estádio",,,,way
"Rua do Esteiro de Campanhã",,,,way
"Rua do Estêvão",,,,way
"Rua do Estoril",,,,way
"Rua do Falcão",,,,way
"Rua do Farol",,,,way
"Rua do Ferraz",,,,way
"Rua do Fogo",,,,way
"Rua do Freixo",,,,way
"Rua do Funchal",,,,way
"Rua do Furadouro",,,,way
"Rua do Furriel Guilherme Dantas",,,,way
"Rua do General Silveira",,,,way
"Rua do Gerês",,,,way
"Rua do Giestal",,,,way
"Rua do Girassol",,,,way
"Rua do Gólgota",,,,way
"Rua do Grão Magriço",,,,way
"Rua do Grupo 10 de Maio",,,,way
"Rua do Guadiana",,,,way
"Rua do Heroísmo",,,,way
"Rua do Infante Santo",,,,way
"Rua do Instituto de Cegos de São Manuel",,,,way
"Rua do Lagarteiro",,,,way
"Rua do Lidador",,,,way
"Rua do Lima",,,,way
"Rua do Limpopo",,,,way
"Rua do Lindo Vale",,,,way
"Rua do Loureiro",,,,way
"Rua do Lourenço",,,,way
"Rua do Lugarinho",,,,way
"Rua do Maestro Raúl Casimiro",,,,way
"Rua do Maestro Virgílio Pereira",,,,way
"Rua do Major David Magno",,,,way
"Rua do Marão",,,,way
"Rua do Marechal Saldanha",,,,way
"Rua do Meiral",,,,way
"Rua do Melo",,,,way
"Rua do Melro",,,,way
"Rua do Mestre Guilherme Camarinha",,,,way
"Rua do Miradouro",,,,way
"Rua do Mirante",,,,way
"Rua do Molhe",,,,way
"Rua do Mondego",,,,way
"Rua do Monsenhor Manuel Marinho",,,,way
"Rua do Monte",,,,way
"Rua do Monte Alegre",,,,way
"Rua do Monte Aventino",,,,way
"Rua do Monte Cativo",,,,way
"Rua do Monte da Costa",,,,way
"Rua do Monte da Estação",,,,way
"Rua do Monte da Lapa",,,,way
"Rua do Monte da Luz",,,,way
"Rua do Monte de Campanhã",,,,way
"Rua do Monte de Ramalde",,,,way
"Rua do Monte de Tadeu",,,,way
"Rua do Monte do Bonfim",,,,way
"Rua do Monte do Tadeu",,,,way
"Rua do Monte dos Burgos",,,,way
"Rua do Monte dos Congregados",,,,way
"Rua do Monte dos Judeus",,,,way
"Rua do Montebelo",,,,way
"Rua do Moreira",,,,way
"Rua do Neiva",,,,way
"Rua do Niassa",,,,way
"Rua do Outeirinho",,,,way
"Rua do Outeiro",,,,way
"Rua do Outeiro de Ramalde",,,,way
"Rua do Outeiro do Tine",,,,way
"Rua do Padrão",,,,way
"Rua do Padre Alexandre",,,,way
"Rua do Padre Américo",,,,way
"Rua do Padre António Coutinho",,,,way
"Rua do Padre António Soares Pacheco",,,,way
"Rua do Padre Cruz",,,,way
"Rua do Padre Fernão Cardim",,,,way
"Rua do Padre Francisco Rangel",,,,way
"Rua do Padre Himalaya",,,,way
"Rua do Padre José de Anchieta",,,,way
"Rua do Padre Luís Cabral",,,,way
"Rua do Padre Luís d'Almeida",,,,way
"Rua do Padre Manuel da Nóbrega",,,,way
"Rua do Padre Xavier Coutinho",,,,way
"Rua do Palácio",,,,way
"Rua do Paraíso",,,,way
"Rua do Paraíso da Foz",,,,way
"Rua do Paraíso do Freixo",,,,way
"Rua do Passeio Alegre",,,,way
"Rua do Pêgo Negro",,,,way
"Rua do Peso da Régua",,,,way
"Rua do Pinheiro",,,,way
"Rua do Pinheiro Grande",,,,way
"Rua do Pinheiro Manso",,,,way
"Rua do Pinheiro de Campanhã",,,,way
"Rua do Pintor António Cruz",,,,way
"Rua do Pintor Arpad Szenes",,,,way
"Rua do Porto Feliz",,,,way
"Rua do Príncipe",,,,way
"Rua do Professor Agostinho da Silva",,,,way
"Rua do Professor Alberto Saavedra",,,,way
"Rua do Professor Augusto Nobre",,,,way
"Rua do Professor Bonfim Barreiros",,,,way
"Rua do Professor Câmara Sinval",,,,way
"Rua do Professor Carlos Alberto Ferreira de Almeida",,,,way
"Rua do Professor Carlos Lima",,,,way
"Rua do Professor Carlos Teixeira",,,,way
"Rua do Professor Correia de Araújo",,,,way
"Rua do Professor Damião Peres",,,,way
"Rua do Professor Duarte Leite",,,,way
"Rua do Professor José Valente",,,,way
"Rua do Professor Mendes Correia",,,,way
"Rua do Professor Mota Pinto",,,,way
"Rua do Professor Rodolfo de Abreu",,,,way
"Rua do Professor Sousa Júnior",,,,way
"Rua do Progresso",,,,way
"Rua do Quanza",,,,way
"Rua do Rêgo Lameiro",,,,way
"Rua do Régulo Megauanha",,,,way
"Rua do Relógio",,,,way
"Rua do Revilão",,,,way
"Rua do Ribeirinho",,,,way
"Rua do Rio",,,,way
"Rua do Rio Tinto",,,,way
"Rua do Rio Torto",,,,way
"Rua do Rio da Vila",,,,way
"Rua do Rosário",,,,way
"Rua do Roseiral",,,,way
"Rua do Sacramento",,,,way
"Rua do Sado",,,,way
"Rua do Salgueiral",,,,way
"Rua do Sargento Abílio",,,,way
"Rua do Seixal",,,,way
"Rua do Senhor da Boa Morte",,,,way
"Rua do Soajo",,,,way
"Rua do Sol",,,,way
"Rua do Souto",,,,way
"Rua do Souto de Contumil",,,,way
"Rua do Tâmega",,,,way
"Rua do Teatro",,,,way
"Rua do Tejo",,,,way
"Rua do Tenente Valadim",,,,way
"Rua do Tenente Vidal Pinheiro",,,,way
"Rua do Terminal Intermodal",,,,way
"Rua do Trevo",,,,way
"Rua do Túnel",,,,way
"Rua do Universo",,,,way
"Rua do Veludo",,,,way
"Rua do Vez",,,,way
"Rua do Visconde de Bóbeda",,,,way
"Rua do Viso",,,,way
"Rua do Vouga",,,,way
"Rua do Zambeze",,,,way
"Rua do Zêzere",,,,way
"Rua dos Abetos",,,,way
"Rua dos Abraços",,,,way
"Rua dos Açores",,,,way
"Rua dos Amigos do Porto",,,,way
"Rua dos Anjos",,,,way
"Rua dos Arcos",,,,way
"Rua dos Armazéns",,,,way
"Rua dos Azinheiros",,,,way
"Rua dos Bem-Me-Queres",,,,way
"Rua dos Bombeiros Voluntários de São Mamede de Infesta",,,,way
"Rua dos Bragas",,,,way
"Rua dos Burgães",,,,way
"Rua dos Caldeireiros",,,,way
"Rua dos Campeões Europeus",,,,way
"Rua dos Canastreiros",,,,way
"Rua dos Capuchinhos",,,,way
"Rua dos Castelos",,,,way
"Rua dos Cedros",,,,way
"Rua dos Choupos",,,,way
"Rua dos Ciclames",,,,way
"Rua dos Clérigos",,,,way
"Rua dos Cravos",,,,way
"Rua dos Crisântemos",,,,way
"Rua dos Gerânios",,,,way
"Rua dos Heróis de Mucaba",,,,way
"Rua dos Jasmins",,,,way
"Rua dos Junquilhos",,,,way
"Rua dos Lilazes",,,,way
"Rua dos Lírios",,,,way
"Rua dos Luzares",,,,way
"Rua dos Manjericos",,,,way
"Rua dos Mártires da Liberdade",,,,way
"Rua dos Mercadores",,,,way
"Rua dos Miosótis",,,,way
"Rua dos Moinhos",,,,way
"Rua dos Navegantes",,,,way
"Rua dos Olivais",,,,way
"Rua dos Olmeiros",,,,way
"Rua dos Pelames",,,,way
"Rua dos Pintassilgos",,,,way
"Rua dos Plátanos",,,,way
"Rua dos Prazeres",,,,way
"Rua dos Rainúnculos",,,,way
"Rua dos Vanzeleres",,,,way
"Segundo Acesso Estação de Contumil",,,,way
"Terreiro da Sé",,,,way
"Traversa das Condominhas",,,,way
"Travessa Alegre",,,,way
"Travessa António Borges",,,,way
"Travessa Armando Alves Tavares",,,,way
"Travessa Barredo",,,,way
"Travessa Diamantina",,,,way
"Travessa Doutor Barros",,,,way
"Travessa Lada",,,,way
"Travessa Monte da Estação",,,,way
"Travessa Monte de São João",,,,way
"Travessa Nova da China",,,,way
"Travessa Nova da Estação",,,,way
"Travessa Nova de Currais",,,,way
"Travessa Nova do Covelo",,,,way
"Travessa Nova do Pinheiro de Campanhã",,,,way
"Travessa Nova do Vale Formoso",,,,way
"Travessa Nove de Abril",,,,way
"Travessa Particular da Alta Mira",,,,way
"Travessa Particular das Cruzes",,,,way
"Travessa Particular de Novais da Cunha",,,,way
"Travessa Particular do Pinheiro Manso",,,,way
"Travessa Ribeiro de Sousa",,,,way
"Travessa Santa Ana",,,,way
"Travessa Senhora do Porto",,,,way
"Travessa da Aldeia",,,,way
"Travessa da Areosa",,,,way
"Travessa da Arrábida",,,,way
"Travessa da Asprela",,,,way
"Travessa da Bainharia",,,,way
"Travessa da Bela Vista",,,,way
"Travessa da Bica Velha",,,,way
"Travessa da Boa Viagem",,,,way
"Travessa da Bouça",,,,way
"Travessa da Calçada",,,,way
"Travessa da Carvalhosa",,,,way
"Travessa da Cerca",,,,way
"Travessa da China",,,,way
"Travessa da Corujeira de Baixo",,,,way
"Travessa da Costibela",,,,way
"Travessa da Cruz",,,,way
"Travessa da Ferreira",,,,way
"Travessa da Figueirôa",,,,way
"Travessa da Fonte Arcada",,,,way
"Travessa da Fonte Velha",,,,way
"Travessa da Fonte da Moura",,,,way
"Travessa da Fonte de Contumil",,,,way
"Travessa da Fonte do Outeiro",,,,way
"Travessa da Fontinha",,,,way
"Travessa da Formiga",,,,way
"Travessa da Granja",,,,way
"Travessa da Igreja de Nevogilde",,,,way
"Travessa da Laje",,,,way
"Travessa da Lapa",,,,way
"Travessa da Levada",,,,way
"Travessa da Lomba",,,,way
"Travessa da Macieirinha",,,,way
"Travessa da Mazorra",,,,way
"Travessa da Natária",,,,way
"Travessa da Palheta",,,,way
"Travessa da Paz",,,,way
"Travessa da Pena",,,,way
"Travessa da Pisca",,,,way
"Travessa da Ponte do Gato",,,,way
"Travessa da Póvoa",,,,way
"Travessa da Praia",,,,way
"Travessa da Prelada",,,,way
"Travessa da Presa Velha",,,,way
"Travessa da Presa da Agra",,,,way
"Travessa da Presa de Contumil",,,,way
"Travessa da Quinta Amarela",,,,way
"Travessa da Ranha",,,,way
"Travessa da Regeneração",,,,way
"Travessa da Rua Chã",,,,way
"Travessa da Senhora da Lapa",,,,way
"Travessa da Senhora da Luz",,,,way
"Travessa da Senhora do Porto",,,,way
"Travessa da Tapada de Santo António",,,,way
"Travessa da Travagem",,,,way
"Travessa da Via Sacra",,,,way
"Travessa da Vila Verde",,,,way
"Travessa das Águas",,,,way
"Travessa das Águas Férreas",,,,way
"Travessa das Águas Férreas de Campanhã",,,,way
"Travessa das Almas",,,,way
"Travessa das Antas",,,,way
"Travessa das Areias",,,,way
"Travessa das Barrocas",,,,way
"Travessa das Campinas",,,,way
"Travessa das Cruzes",,,,way
"Travessa das Eirinhas",,,,way
"Travessa das Laranjeiras",,,,way
"Travessa das Liceiras",,,,way
"Travessa das Musas",,,,way
"Travessa das Oliveirinhas",,,,way
"Travessa das Taipas",,,,way
"Travessa de Alferes Malheiro",,,,way
"Travessa de Álvaro de Castelões",,,,way
"Travessa de Anselmo Braancamp",,,,way
"Travessa de Azevedo",,,,way
"Travessa de Baixo de Pereiró",,,,way
"Travessa de Bonjóia",,,,way
"Travessa de Cadouços",,,,way
"Travessa de Cartes",,,,way
"Travessa de Cedofeita",,,,way
"Travessa de Chaves de Oliveira",,,,way
"Travessa de Cima de Pereiró",,,,way
"Travessa de Cimo de Vila",,,,way
"Travessa de Contumil",,,,way
"Travessa de Cortes",,,,way
"Travessa de Costibela",,,,way
"Travessa de Entre Campos",,,,way
"Travessa de Entre Quintas",,,,way
"Travessa de Entrecampos",,,,way
"Travessa de Faria Guimarães",,,,way
"Travessa de Felgueiras",,,,way
"Travessa de Felizardo de Lima",,,,way
"Travessa de Fernão de Magalhães",,,,way
"Travessa de Ferreira dos Santos",,,,way
"Travessa de Francos",,,,way
"Travessa de Furamontes",,,,way
"Travessa de Gomes Leal",,,,way
"Travessa de Lamas",,,,way
"Travessa de Luis Cruz",,,,way
"Travessa de Luz Soriano",,,,way
"Travessa de Maceda",,,,way
"Travessa de Marracuene",,,,way
"Travessa de Miraflor",,,,way
"Travessa de Monsanto",,,,way
"Travessa de Nevogilde",,,,way
"Travessa de Nova Sintra",,,,way
"Travessa de Oliveira Martins",,,,way
"Travessa de Paços de Ferreira",,,,way
"Travessa de Passos",,,,way
"Travessa de Pêgo Negro",,,,way
"Travessa de Penafiel",,,,way
"Travessa de Pinto Bessa",,,,way
"Travessa de Requesende",,,,way
"Travessa de Salgueiros",,,,way
"Travessa de Sant'Ana",,,,way
"Travessa de Santa Clara",,,,way
"Travessa de Santo Amaro",,,,way
"Travessa de Santo Isidro",,,,way
"Travessa de São Bartolomeu",,,,way
"Travessa de São Brás",,,,way
"Travessa de São Dinis",,,,way
"Travessa de São João da Foz",,,,way
"Travessa de São José",,,,way
"Travessa de São Marcos",,,,way
"Travessa de São Nicolau",,,,way
"Travessa de São Pedro",,,,way
"Travessa de São Sebastião",,,,way
"Travessa de São Victor",,,,way
"Travessa de Silva Porto",,,,way
"Travessa de Tirares",,,,way
"Travessa de Vera Cruz",,,,way
"Travessa de Vila Cova",,,,way
"Travessa do Adro da Foz",,,,way
"Travessa do Alto da Arrábida",,,,way
"Travessa do Alto de Vila",,,,way
"Travessa do Arco de Noeda",,,,way
"Travessa do Bacelo",,,,way
"Travessa do Bairro da Areosa",,,,way
"Travessa do Bom Retiro",,,,way
"Travessa do Bonfim",,,,way
"Travessa do Bonjardim",,,,way
"Travessa do Calvário",,,,way
"Travessa do Campo 24 de Agosto",,,,way
"Travessa do Campo Lindo",,,,way
"Travessa do Campo de Paiva",,,,way
"Travessa do Campo do Rou",,,,way
"Travessa do Carmo",,,,way
"Travessa do Carregal",,,,way
"Travessa do Carvalhido",,,,way
"Travessa do Castelo",,,,way
"Travessa do Cativo",,,,way
"Travessa do Covelo",,,,way
"Travessa do Falcão",,,,way
"Travessa do Ferraz",,,,way
"Travessa do Freixo",,,,way
"Travessa do Gólgota",,,,way
"Travessa do Ilhéu",,,,way
"Travessa do Leal",,,,way
"Travessa do Loureiro",,,,way
"Travessa do Meiral",,,,way
"Travessa do Monte Louro",,,,way
"Travessa do Monte da Bela",,,,way
"Travessa do Monte da Estação",,,,way
"Travessa do Monte da Lapa",,,,way
"Travessa do Monte da Luz",,,,way
"Travessa do Monte de Ramalde",,,,way
"Travessa do Monte de Tadeu",,,,way
"Travessa do Monte dos Congregados",,,,way
"Travessa do Outeirinho",,,,way
"Travessa do Outeiro de Ramalde",,,,way
"Travessa do Outeiro do Tine",,,,way
"Travessa do Paiol",,,,way
"Travessa do Passeio Alegre",,,,way
"Travessa do Pinheiro Grande",,,,way
"Travessa do Pinheiro Manso",,,,way
"Travessa do Pinheiro de Campanhã",,,,way
"Travessa do Poço das Patas",,,,way
"Travessa do Poeta",,,,way
"Travessa do Regado",,,,way
"Travessa do Ribeiro",,,,way
"Travessa do Rio",,,,way
"Travessa do Senhora da Boa Morte",,,,way
"Travessa do Souto",,,,way
"Travessa do Souto de Contumil",,,,way
"Travessa do Veloso",,,,way
"Travessa do Viso",,,,way
"Travessa dos Banhos",,,,way
"Travessa dos Caldeireiros",,,,way
"Travessa dos Campos",,,,way
"Travessa dos Canastreiros",,,,way
"Travessa dos Navegantes",,,,way
"Travessa dos Olivais",,,,way
"Túnel Goelas de Pau",,,,way
"Túnel da Ribeira",,,,way
"Túnel das Antas I",,,,way
"Túnel das Antas II",,,,way
"Túnel do Campo Alegre",,,,way
"Túnel do Porto",,,,way
"Túnel dos Almadas",,,,way
"Vela do José da Mestra",,,,way
"Via Corniche",,,,way
"Via Norte",,,,way
"Via Panorâmica",,,,way
"Via Panoràmica - Desvio Provisório",,,,way
"Via Panorâmica Edgar Cardoso",,,,way
"Via Rápida Stop & Shop",,,,way
"Via de Cintura Interna",,,,way
"Via do Castelo do Queijo",,,,way
"Via rápida de Gondomar",,,,way
"Viaduto da Areosa",,,,way
"Viaduto da Escarpa",,,,way
"Viaduto de Gonçalo Cristóvão",,,,way
"Viaduto do Cais das Pedras",,,,way
"Viela da Aldeia",,,,way
"Viela da Baleia",,,,way
"Viela da Bouça",,,,way
"Viela da Cadeia",,,,way
"Viela da Carvalhosa",,,,way
"Viela da Companhia",,,,way
"Viela da Escarpa das Fontaínhas",,,,way
"Viela da Ilha do Ferro",,,,way
"Viela da Maceda",,,,way
"Viela da Pedreira",,,,way
"Viela da Senhora da Lapa",,,,way
"Viela das Andrezas",,,,way
"Viela das Congostas",,,,way
"Viela de Bonjóia",,,,way
"Viela de Grijó",,,,way
"Viela de Lamas",,,,way
"Viela de Sant'Ana",,,,way
"Viela de São Pedro",,,,way
"Viela do Abraços",,,,way
"Viela do Anjo",,,,way
"Viela do Anjo da Guarda",,,,way
"Viela do Arco",,,,way
"Viela do Bairro Herculano",,,,way
"Viela do Buraco",,,,way
"Viela do Calvário",,,,way
"Viela do Caminho Novo",,,,way
"Viela do Carvão",,,,way
"Viela do Espírito Santo",,,,way
"Viela do Falcão",,,,way
"Viela do José da Mestra",,,,way
"Viela do Meiral",,,,way
"Viela do Monte",,,,way
"Viela do Monte da Costa",,,,way
"Viela do Monte da Pena",,,,way
"Viela do Monte do Seminário",,,,way
"Viela do Picoto",,,,way
"Viela do Senhor da Boa Morte",,,,way
"Viela do Sobreirinho",,,,way
"Viela dos Congregados",,,,way
"Vila Pinto",,,,way
"galeria comercial 1480",,,,way
"ponte pedonal M-ODU - Estádio",,,,way
